Age,Word,C_freq,ld,dd,pkc
24,snow,321,0.298000000, 0.018538024,0.435576243
25,snow,365,0.322000000, 0.021065936,0.485727334
26,snow,381,0.334000000, 0.022329893,0.556167786
27,snow,442,0.384000000, 0.025068464,0.577792875
28,snow,651,0.438000000, 0.032862861,0.693468689
29,snow,760,0.456000000, 0.037286707,0.648900591
30,snow,844,0.464000000, 0.040025279,0.756019414
16,so,5786,0.694000000, 0.158415842,0.050776056
17,so,6020,0.712000000, 0.167474194,0.057672046
18,so,6901,0.728000000, 0.191700021,0.095006059
19,so,7142,0.740000000, 0.202022330,0.132779813
20,so,7425,0.758000000, 0.215293870,0.150105501
21,so,7781,0.770000000, 0.227933432,0.174699609
22,so,8104,0.788000000, 0.241204972,0.273746240
23,so,8451,0.808000000, 0.252159258,0.317324177
24,so,10963,0.838000000, 0.304613440,0.357682192
25,so,11475,0.850000000, 0.319359596,0.412294513
26,so,11936,0.856000000, 0.334105751,0.490720853
27,so,12450,0.866000000, 0.348641247,0.518930246
28,so,13078,0.880000000, 0.374552349,0.643275824
29,so,13970,0.896000000, 0.396039604,0.599986404
30,so,14712,0.904000000, 0.426163893,0.708717387
16,soap,77,0.144000000, 0.005687803,0.090428870
17,soap,84,0.152000000, 0.006741100,0.107119615
18,soap,106,0.176000000, 0.008637034,0.184375059
19,soap,118,0.198000000, 0.010322309,0.244601417
20,soap,127,0.216000000, 0.012218243,0.276162093
21,soap,143,0.238000000, 0.013271540,0.310874852
22,soap,162,0.244000000, 0.015588793,0.417816092
23,soap,174,0.250000000, 0.016642090,0.463861376
24,soap,191,0.268000000, 0.018538024,0.511388035
25,soap,207,0.284000000, 0.020855277,0.552890915
26,soap,243,0.310000000, 0.022961871,0.612442848
27,soap,257,0.316000000, 0.025068464,0.641172543
28,soap,275,0.334000000, 0.026543080,0.756534415
29,soap,338,0.360000000, 0.030124289,0.691553864
30,soap,362,0.368000000, 0.031388245,0.791330859
16,sock,214,0.274000000, 0.018116705,0.111863651
17,sock,255,0.294000000, 0.021908574,0.128425412
18,sock,318,0.330000000, 0.026964399,0.201298093
19,sock,341,0.340000000, 0.029281652,0.249911682
20,sock,374,0.348000000, 0.031177586,0.270171118
21,sock,403,0.354000000, 0.032441542,0.298042899
22,sock,420,0.366000000, 0.034337476,0.408789144
23,sock,438,0.382000000, 0.036022751,0.455909318
24,sock,509,0.410000000, 0.041078576,0.499450714
25,sock,555,0.422000000, 0.042553191,0.548257380
26,sock,562,0.424000000, 0.043395829,0.615832735
27,sock,583,0.430000000, 0.045081104,0.639251573
28,sock,587,0.432000000, 0.045923741,0.758115828
29,sock,618,0.442000000, 0.048240994,0.698766209
30,sock,624,0.444000000, 0.049083632,0.801050009
16,soda,6,0.014000000, 0.001053297,0.077786231
17,soda,9,0.022000000, 0.001474616,0.148459384
18,soda,24,0.052000000, 0.002317253,0.201313958
19,soda,24,0.052000000, 0.002317253,0.247588085
20,soda,49,0.088000000, 0.003370550,0.272720386
21,soda,58,0.092000000, 0.003791869,0.304468067
22,soda,67,0.112000000, 0.004423847,0.382355072
23,soda,100,0.156000000, 0.005477143,0.444596584
24,soda,116,0.176000000, 0.006741100,0.475182473
25,soda,116,0.176000000, 0.006741100,0.528166615
26,soda,134,0.190000000, 0.007373078,0.586581236
27,soda,136,0.190000000, 0.007794396,0.614736631
28,soda,141,0.196000000, 0.008215715,0.734280450
29,soda,152,0.212000000, 0.009690331,0.673459744
30,soda,159,0.220000000, 0.010322309,0.771574661
16,sofa,17,0.068000000, 0.001685275,0.084254362
17,sofa,35,0.088000000, 0.001895934,0.096323430
18,sofa,41,0.108000000, 0.002317253,0.147058824
19,sofa,42,0.108000000, 0.002527912,0.196669554
20,sofa,43,0.108000000, 0.002738572,0.215611937
21,sofa,43,0.108000000, 0.002738572,0.238363326
22,sofa,48,0.120000000, 0.003370550,0.337586207
23,sofa,53,0.134000000, 0.004002528,0.384157457
24,sofa,58,0.146000000, 0.004634506,0.426666999
25,sofa,61,0.150000000, 0.005266484,0.476640698
26,sofa,63,0.154000000, 0.005687803,0.560743176
27,sofa,67,0.160000000, 0.006319781,0.583943741
28,sofa,71,0.168000000, 0.006741100,0.700055375
29,sofa,80,0.182000000, 0.007794396,0.642766044
30,sofa,95,0.194000000, 0.008847693,0.736034174
16,soft,531,0.376000000, 0.046134401,0.071336041
17,soft,538,0.376000000, 0.047187697,0.080274336
18,soft,581,0.382000000, 0.052664841,0.133854156
19,soft,593,0.384000000, 0.053928797,0.177519832
20,soft,619,0.390000000, 0.057088688,0.195535087
21,soft,640,0.404000000, 0.058984622,0.222227338
22,soft,652,0.408000000, 0.060459237,0.325924221
23,soft,667,0.414000000, 0.062565831,0.375350713
24,soft,706,0.424000000, 0.068253634,0.424863579
25,soft,727,0.446000000, 0.070360228,0.476572045
26,soft,737,0.448000000, 0.071413524,0.548308370
27,soft,752,0.452000000, 0.073309459,0.576528150
28,soft,768,0.456000000, 0.075416052,0.699025099
29,soft,795,0.464000000, 0.078575943,0.646980882
30,soft,807,0.472000000, 0.080471877,0.756073840
16,some,5127,0.744000000, 0.161575732,0.095357623
17,some,5384,0.752000000, 0.170844744,0.102659545
18,some,6047,0.768000000, 0.197598483,0.167069438
19,some,6450,0.786000000, 0.212133979,0.215949046
20,some,6973,0.800000000, 0.230882663,0.236368908
21,some,7547,0.816000000, 0.246471456,0.267768739
22,some,8062,0.832000000, 0.262060249,0.371188427
23,some,8607,0.850000000, 0.278070360,0.417584985
24,some,10477,0.874000000, 0.334948388,0.455613320
25,some,11239,0.882000000, 0.352643775,0.506046807
26,some,12047,0.892000000, 0.371392458,0.577876350
27,some,12774,0.894000000, 0.388666526,0.601384454
28,some,13653,0.904000000, 0.419633453,0.718812460
29,some,14995,0.912000000, 0.442805983,0.665862998
30,some,16313,0.924000000, 0.489572361,0.768280704
16,soup,172,0.230000000, 0.016010112,0.061123815
17,soup,177,0.234000000, 0.016642090,0.068786820
18,soup,238,0.264000000, 0.021487255,0.126916294
19,soup,265,0.282000000, 0.022961871,0.171456876
20,soup,270,0.282000000, 0.023383189,0.193233041
21,soup,304,0.292000000, 0.025489783,0.220204932
22,soup,329,0.302000000, 0.028017695,0.332165088
23,soup,388,0.322000000, 0.030334948,0.385836812
24,soup,585,0.378000000, 0.042763851,0.426360657
25,soup,621,0.388000000, 0.044659785,0.479659668
26,soup,648,0.394000000, 0.046766379,0.554122924
27,soup,690,0.422000000, 0.050768907,0.584338606
28,soup,741,0.432000000, 0.052875500,0.705424031
29,soup,799,0.454000000, 0.056878028,0.650301224
30,soup,813,0.454000000, 0.058773963,0.758367887
16,spaghetti,805,0.408000000, 0.050979566,0.058198222
17,spaghetti,806,0.410000000, 0.051190225,0.066585860
18,spaghetti,908,0.426000000, 0.061723194,0.116913773
19,spaghetti,918,0.426000000, 0.062565831,0.158892667
20,spaghetti,920,0.426000000, 0.062987150,0.179626938
21,spaghetti,925,0.426000000, 0.063829787,0.205616839
22,spaghetti,930,0.434000000, 0.064672425,0.310475543
23,spaghetti,937,0.442000000, 0.065515062,0.358559717
24,spaghetti,945,0.454000000, 0.067200337,0.410024115
25,spaghetti,958,0.456000000, 0.067410996,0.459434739
26,spaghetti,960,0.460000000, 0.067832315,0.537088135
27,spaghetti,972,0.462000000, 0.068464293,0.565059614
28,spaghetti,997,0.466000000, 0.069938909,0.691176579
29,spaghetti,1040,0.482000000, 0.071624184,0.639071731
30,spaghetti,1060,0.488000000, 0.073098799,0.748597184
16,spill,24,0.068000000, 0.004423847,0.087968997
17,spill,28,0.076000000, 0.005055825,0.099005756
18,spill,39,0.106000000, 0.006530440,0.152919629
19,spill,49,0.126000000, 0.008005056,0.199880603
20,spill,50,0.126000000, 0.008215715,0.215683522
21,spill,63,0.152000000, 0.009900990,0.250806863
22,spill,86,0.168000000, 0.011164946,0.381047009
23,spill,113,0.182000000, 0.013903518,0.404529092
24,spill,133,0.204000000, 0.016010112,0.464035015
25,spill,159,0.230000000, 0.020012640,0.508812549
26,spill,168,0.234000000, 0.021697914,0.581035302
27,spill,186,0.250000000, 0.023593849,0.613527460
28,spill,205,0.258000000, 0.026543080,0.732635860
29,spill,228,0.270000000, 0.029702970,0.683923957
30,spill,327,0.306000000, 0.042131873,0.781846617
16,splash,195,0.184000000, 0.020644618,0.064967480
17,splash,209,0.192000000, 0.021487255,0.072075986
18,splash,231,0.204000000, 0.024436486,0.123864065
19,splash,233,0.208000000, 0.024857805,0.169028578
20,splash,256,0.218000000, 0.026121761,0.183726739
21,splash,263,0.222000000, 0.026753739,0.221736453
22,splash,268,0.234000000, 0.026964399,0.319825480
23,splash,274,0.246000000, 0.027596377,0.380505983
24,splash,289,0.258000000, 0.028649673,0.434411555
25,splash,298,0.266000000, 0.029913630,0.483505480
26,splash,303,0.270000000, 0.030966926,0.554050271
27,splash,309,0.278000000, 0.031598905,0.577598439
28,splash,317,0.286000000, 0.032441542,0.715119017
29,splash,333,0.304000000, 0.033494839,0.662683748
30,splash,339,0.310000000, 0.034548136,0.773931979
16,spoon,1385,0.532000000, 0.074784074,0.074004753
17,spoon,1449,0.556000000, 0.081735833,0.085972149
18,spoon,1778,0.600000000, 0.103012429,0.141504120
19,spoon,1832,0.622000000, 0.107014957,0.187794042
20,spoon,1885,0.642000000, 0.112281441,0.210257566
21,spoon,1967,0.650000000, 0.118179903,0.241206164
22,spoon,2063,0.668000000, 0.125763640,0.350604055
23,spoon,2148,0.682000000, 0.133347377,0.399332536
24,spoon,2466,0.704000000, 0.154413314,0.443171248
25,spoon,2543,0.714000000, 0.159047820,0.496235277
26,spoon,2642,0.718000000, 0.164314304,0.570617096
27,spoon,2726,0.720000000, 0.169580788,0.596904439
28,spoon,2814,0.722000000, 0.175057931,0.717808654
29,spoon,2935,0.730000000, 0.179271119,0.664854725
30,spoon,2993,0.736000000, 0.183273647,0.770999768
16,sprinkler,47,0.080000000, 0.001053297,0.067341995
17,sprinkler,54,0.098000000, 0.001474616,0.082657779
18,sprinkler,54,0.098000000, 0.001474616,0.145278540
19,sprinkler,54,0.098000000, 0.001474616,0.191499241
20,sprinkler,58,0.104000000, 0.001685275,0.212449110
21,sprinkler,58,0.104000000, 0.001685275,0.249012898
22,sprinkler,58,0.104000000, 0.001685275,0.358091603
23,sprinkler,58,0.104000000, 0.001685275,0.404696696
24,sprinkler,58,0.104000000, 0.001685275,0.460352029
25,sprinkler,61,0.106000000, 0.001895934,0.514076038
26,sprinkler,62,0.110000000, 0.002106594,0.573329659
27,sprinkler,77,0.136000000, 0.002527912,0.605121077
28,sprinkler,79,0.138000000, 0.002949231,0.717211401
29,sprinkler,80,0.142000000, 0.003159890,0.659595960
30,sprinkler,82,0.148000000, 0.003581209,0.771142071
16,squirrel,55,0.122000000, 0.004634506,0.067744390
17,squirrel,63,0.136000000, 0.005898462,0.080026843
18,squirrel,87,0.162000000, 0.007583737,0.135746606
19,squirrel,93,0.162000000, 0.007794396,0.177358803
20,squirrel,115,0.176000000, 0.009479671,0.192189347
21,squirrel,125,0.180000000, 0.010532968,0.221865811
22,squirrel,141,0.206000000, 0.012428902,0.340000000
23,squirrel,167,0.230000000, 0.014114177,0.397537129
24,squirrel,178,0.236000000, 0.015588793,0.442870597
25,squirrel,181,0.238000000, 0.016220771,0.492058669
26,squirrel,202,0.244000000, 0.017274068,0.565637132
27,squirrel,213,0.250000000, 0.017906046,0.592383287
28,squirrel,236,0.260000000, 0.019380661,0.707217967
29,squirrel,269,0.270000000, 0.021276596,0.659392499
30,squirrel,281,0.272000000, 0.022119233,0.765367990
16,stand,410,0.282000000, 0.038971982,0.143305439
17,stand,446,0.298000000, 0.041710554,0.152522523
18,stand,482,0.312000000, 0.044659785,0.225819619
19,stand,515,0.324000000, 0.048451654,0.262580304
20,stand,576,0.338000000, 0.053718138,0.292313697
21,stand,635,0.358000000, 0.058984622,0.319288267
22,stand,680,0.372000000, 0.063408469,0.436634518
23,stand,711,0.386000000, 0.068674953,0.467651654
24,stand,816,0.430000000, 0.077733305,0.512316985
25,stand,870,0.442000000, 0.082578471,0.556127237
26,stand,920,0.450000000, 0.087212977,0.619709069
27,stand,988,0.468000000, 0.092058142,0.639481038
28,stand,1054,0.478000000, 0.099852538,0.760539064
29,stand,1204,0.502000000, 0.108068254,0.706599697
30,stand,1333,0.522000000, 0.116705288,0.799359475
16,star,180,0.206000000, 0.011164946,0.099935629
17,star,198,0.214000000, 0.012639562,0.113157362
18,star,210,0.224000000, 0.013903518,0.167747788
19,star,243,0.250000000, 0.015799452,0.209589669
20,star,272,0.276000000, 0.017906046,0.233307014
21,star,289,0.286000000, 0.019380661,0.273065947
22,star,307,0.306000000, 0.021065936,0.375515625
23,star,327,0.312000000, 0.022329893,0.422712706
24,star,407,0.332000000, 0.024436486,0.478157259
25,star,414,0.338000000, 0.025700442,0.529587310
26,star,445,0.354000000, 0.027807036,0.588315368
27,star,480,0.364000000, 0.029913630,0.615484714
28,star,545,0.390000000, 0.033073520,0.734727984
29,star,597,0.402000000, 0.036444070,0.681444498
30,star,604,0.406000000, 0.037497367,0.783155740
16,stay,369,0.296000000, 0.047398357,0.071458074
17,stay,421,0.318000000, 0.051400885,0.077679602
18,stay,510,0.354000000, 0.061512534,0.132094165
19,stay,555,0.372000000, 0.065936381,0.174752405
20,stay,624,0.386000000, 0.073098799,0.195340693
21,stay,686,0.404000000, 0.079207921,0.225748596
22,stay,746,0.420000000, 0.085738361,0.336958711
23,stay,789,0.432000000, 0.091636823,0.389071386
24,stay,909,0.458000000, 0.106172319,0.432582586
25,stay,984,0.472000000, 0.113124078,0.483609565
26,stay,1070,0.490000000, 0.121339794,0.561075884
27,stay,1164,0.498000000, 0.128712871,0.588628206
28,stay,1286,0.518000000, 0.138403202,0.719340799
29,stay,1409,0.534000000, 0.149146830,0.653587632
30,stay,1508,0.548000000, 0.160522435,0.766220460
16,stick,239,0.266000000, 0.019170002,0.076569768
17,stick,266,0.276000000, 0.021908574,0.090264001
18,stick,294,0.294000000, 0.025279124,0.147162089
19,stick,312,0.304000000, 0.028017695,0.195080957
20,stick,342,0.320000000, 0.031598905,0.215765350
21,stick,367,0.336000000, 0.033916158,0.240985437
22,stick,400,0.360000000, 0.038129345,0.355800801
23,stick,447,0.378000000, 0.042131873,0.404708071
24,stick,520,0.406000000, 0.051190225,0.451217492
25,stick,552,0.418000000, 0.054139456,0.500241050
26,stick,589,0.430000000, 0.058141984,0.573965183
27,stick,644,0.436000000, 0.061301875,0.598286074
28,stick,722,0.464000000, 0.068464293,0.721565304
29,stick,790,0.490000000, 0.075626712,0.666095611
30,stick,837,0.498000000, 0.079418580,0.767809870
16,stone,1,0.010000000, 0.000210659,0.042677824
17,stone,1,0.010000000, 0.000210659,0.056410256
18,stone,16,0.052000000, 0.000631978,0.107843137
19,stone,16,0.052000000, 0.000631978,0.140206891
20,stone,17,0.058000000, 0.000842637,0.194389113
21,stone,21,0.074000000, 0.001263956,0.241995074
22,stone,71,0.160000000, 0.002317253,0.340801282
23,stone,76,0.166000000, 0.002738572,0.381311506
24,stone,107,0.192000000, 0.003370550,0.440005179
25,stone,112,0.194000000, 0.003791869,0.487488236
26,stone,116,0.196000000, 0.004213187,0.560861878
27,stone,118,0.200000000, 0.004634506,0.586637123
28,stone,122,0.202000000, 0.004845165,0.706236172
29,stone,127,0.216000000, 0.005687803,0.653865932
30,stone,128,0.218000000, 0.005898462,0.755354950
16,stop,673,0.438000000, 0.035180114,0.079767807
17,stop,703,0.440000000, 0.038761323,0.089998183
18,stop,751,0.454000000, 0.045081104,0.141005433
19,stop,813,0.470000000, 0.048662313,0.186783891
20,stop,866,0.488000000, 0.052032863,0.208242720
21,stop,917,0.506000000, 0.057510006,0.238107701
22,stop,960,0.512000000, 0.062144512,0.350289200
23,stop,1025,0.526000000, 0.067621656,0.394364616
24,stop,1112,0.540000000, 0.075837371,0.444616049
25,stop,1199,0.544000000, 0.082157152,0.499571189
26,stop,1310,0.556000000, 0.088476933,0.568789108
27,stop,1467,0.576000000, 0.095850011,0.593333805
28,stop,1531,0.596000000, 0.103012429,0.719431705
29,stop,1702,0.628000000, 0.114177375,0.666865362
30,stop,1833,0.642000000, 0.125342321,0.769264948
16,story,171,0.230000000, 0.018538024,0.054789609
17,story,180,0.232000000, 0.019591321,0.062640972
18,story,203,0.244000000, 0.022751211,0.105523966
19,story,269,0.274000000, 0.025700442,0.150747215
20,story,327,0.296000000, 0.029913630,0.176555927
21,story,363,0.312000000, 0.032862861,0.210257529
22,story,407,0.324000000, 0.035812092,0.313722098
23,story,498,0.368000000, 0.039603960,0.357999407
24,story,696,0.396000000, 0.049504950,0.405416696
25,story,769,0.408000000, 0.053296819,0.456272832
26,story,882,0.430000000, 0.057720666,0.530926292
27,story,979,0.458000000, 0.061933853,0.558574614
28,story,1109,0.486000000, 0.072256162,0.680520876
29,story,1273,0.508000000, 0.080471877,0.626981559
30,story,1391,0.512000000, 0.088266273,0.732835054
16,stove,19,0.046000000, 0.001685275,0.054981695
17,stove,28,0.048000000, 0.002106594,0.066788767
18,stove,30,0.054000000, 0.002527912,0.110996846
19,stove,37,0.060000000, 0.003370550,0.163641137
20,stove,51,0.086000000, 0.004213187,0.183047539
21,stove,59,0.102000000, 0.005477143,0.217063201
22,stove,63,0.110000000, 0.006109122,0.333947368
23,stove,73,0.130000000, 0.007583737,0.380034220
24,stove,334,0.304000000, 0.030334948,0.418977793
25,stove,353,0.310000000, 0.031809564,0.471629275
26,stove,370,0.314000000, 0.034126817,0.549529789
27,stove,378,0.320000000, 0.034969454,0.580821603
28,stove,397,0.336000000, 0.037076048,0.696590409
29,stove,446,0.354000000, 0.040235938,0.647125803
30,stove,460,0.358000000, 0.041499895,0.751195973
16,street,59,0.108000000, 0.007162418,0.067214056
17,street,62,0.114000000, 0.007794396,0.074563854
18,street,82,0.140000000, 0.010532968,0.117491516
19,street,99,0.154000000, 0.012218243,0.160193135
20,street,105,0.164000000, 0.012850221,0.174345813
21,street,117,0.172000000, 0.013903518,0.202919325
22,street,155,0.204000000, 0.016642090,0.318430769
23,street,184,0.228000000, 0.017274068,0.376482678
24,street,204,0.242000000, 0.019380661,0.422740690
25,street,220,0.262000000, 0.021697914,0.473459399
26,street,248,0.274000000, 0.023804508,0.548678761
27,street,260,0.278000000, 0.025068464,0.574489872
28,street,300,0.302000000, 0.027807036,0.708750084
29,street,385,0.326000000, 0.032230883,0.662312783
30,street,472,0.366000000, 0.035812092,0.770334784
16,stroller,90,0.192000000, 0.007583737,0.079389358
17,stroller,105,0.218000000, 0.009269012,0.098098871
18,stroller,141,0.232000000, 0.011375606,0.149321267
19,stroller,145,0.242000000, 0.012007584,0.197351281
20,stroller,149,0.254000000, 0.012850221,0.218317058
21,stroller,159,0.270000000, 0.013903518,0.249051345
22,stroller,168,0.284000000, 0.015378134,0.353535620
23,stroller,168,0.284000000, 0.015378134,0.403331386
24,stroller,186,0.286000000, 0.018327365,0.436380110
25,stroller,193,0.296000000, 0.018959343,0.485787284
26,stroller,198,0.302000000, 0.019801980,0.560640964
27,stroller,201,0.304000000, 0.020223299,0.581449452
28,stroller,211,0.308000000, 0.021065936,0.706563886
29,stroller,221,0.312000000, 0.022329893,0.648522260
30,stroller,223,0.312000000, 0.022751211,0.754904193
16,stuck,350,0.302000000, 0.029070992,0.080668038
17,stuck,397,0.324000000, 0.032020223,0.096489207
18,stuck,452,0.346000000, 0.037076048,0.158680225
19,stuck,525,0.368000000, 0.041078576,0.200691677
20,stuck,562,0.386000000, 0.045291763,0.226262180
21,stuck,598,0.394000000, 0.048872972,0.251729718
22,stuck,652,0.420000000, 0.054560775,0.359390602
23,stuck,720,0.456000000, 0.061723194,0.408726980
24,stuck,808,0.484000000, 0.072045502,0.458252430
25,stuck,862,0.494000000, 0.077101327,0.502909184
26,stuck,914,0.506000000, 0.081525174,0.578579473
27,stuck,964,0.514000000, 0.087002317,0.597756664
28,stuck,1076,0.526000000, 0.093111439,0.723290491
29,stuck,1167,0.540000000, 0.100905835,0.659798997
30,stuck,1215,0.554000000, 0.104276385,0.766445935
16,sun,156,0.172000000, 0.015588793,0.084524508
17,sun,177,0.186000000, 0.017274068,0.095277653
18,sun,195,0.196000000, 0.018959343,0.153980026
19,sun,216,0.216000000, 0.021065936,0.200077393
20,sun,258,0.254000000, 0.024857805,0.223183119
21,sun,290,0.266000000, 0.027385717,0.251885197
22,sun,349,0.302000000, 0.030966926,0.365890173
23,sun,407,0.334000000, 0.034969454,0.411969221
24,sun,447,0.356000000, 0.038761323,0.460102725
25,sun,478,0.378000000, 0.041921213,0.509489484
26,sun,521,0.390000000, 0.046345060,0.584869142
27,sun,576,0.410000000, 0.051400885,0.608725977
28,sun,624,0.422000000, 0.056035391,0.726717951
29,sun,681,0.440000000, 0.060459237,0.671046402
30,sun,733,0.450000000, 0.064040447,0.776572126
16,sweater,37,0.094000000, 0.004423847,0.093444909
17,sweater,41,0.100000000, 0.004634506,0.100289184
18,sweater,42,0.102000000, 0.004845165,0.155308744
19,sweater,60,0.122000000, 0.006109122,0.209570585
20,sweater,74,0.142000000, 0.007373078,0.234650757
21,sweater,88,0.156000000, 0.008637034,0.276182839
22,sweater,101,0.168000000, 0.010111649,0.388580247
23,sweater,108,0.174000000, 0.010954287,0.430688184
24,sweater,120,0.188000000, 0.012218243,0.473006173
25,sweater,148,0.214000000, 0.014324837,0.516793942
26,sweater,163,0.232000000, 0.015588793,0.579261821
27,sweater,169,0.240000000, 0.016431430,0.609477418
28,sweater,176,0.248000000, 0.017274068,0.723587868
29,sweater,202,0.266000000, 0.019380661,0.665521613
30,sweater,220,0.278000000, 0.021487255,0.763965036
16,sweep,50,0.082000000, 0.003159890,0.072099811
17,sweep,50,0.082000000, 0.003159890,0.083156091
18,sweep,58,0.094000000, 0.004002528,0.131760396
19,sweep,59,0.100000000, 0.004213187,0.176590276
20,sweep,78,0.112000000, 0.004634506,0.188519915
21,sweep,82,0.114000000, 0.005477143,0.231202020
22,sweep,105,0.148000000, 0.006530440,0.339137255
23,sweep,108,0.152000000, 0.007162418,0.385437688
24,sweep,109,0.154000000, 0.007373078,0.436552616
25,sweep,109,0.154000000, 0.007373078,0.490655671
26,sweep,110,0.154000000, 0.007583737,0.558211489
27,sweep,132,0.162000000, 0.008637034,0.587759952
28,sweep,163,0.178000000, 0.009900990,0.724584031
29,sweep,166,0.182000000, 0.010532968,0.659941249
30,sweep,173,0.186000000, 0.010954287,0.772955949
16,swim,113,0.104000000, 0.019170002,0.040276885
17,swim,119,0.110000000, 0.020012640,0.045976246
18,swim,143,0.120000000, 0.023593849,0.086467405
19,swim,163,0.134000000, 0.025700442,0.131911981
20,swim,174,0.148000000, 0.027385717,0.146959871
21,swim,185,0.170000000, 0.029281652,0.172160913
22,swim,197,0.182000000, 0.030756267,0.288937622
23,swim,214,0.208000000, 0.032441542,0.354383112
24,swim,304,0.274000000, 0.040235938,0.408746367
25,swim,320,0.280000000, 0.042131873,0.461141568
26,swim,367,0.300000000, 0.045081104,0.551671133
27,swim,381,0.304000000, 0.046766379,0.568086814
28,swim,408,0.326000000, 0.049504950,0.699267886
29,swim,444,0.338000000, 0.053086160,0.642261905
30,swim,550,0.366000000, 0.057088688,0.765754647
16,swing,141,0.210000000, 0.009058353,0.084401750
17,swing,153,0.218000000, 0.010322309,0.097847218
18,swing,251,0.282000000, 0.014324837,0.158355518
19,swing,280,0.302000000, 0.016642090,0.213237171
20,swing,327,0.324000000, 0.019380661,0.232884964
21,swing,377,0.352000000, 0.022119233,0.274961295
22,swing,458,0.384000000, 0.025068464,0.386884939
23,swing,489,0.402000000, 0.027596377,0.434748329
24,swing,519,0.412000000, 0.030545608,0.481093355
25,swing,550,0.420000000, 0.033284179,0.535086160
26,swing,568,0.434000000, 0.034337476,0.600394525
27,swing,599,0.448000000, 0.036022751,0.624830716
28,swing,628,0.458000000, 0.038550664,0.742061003
29,swing,662,0.466000000, 0.040867917,0.689178657
30,swing,691,0.470000000, 0.043185170,0.791724235
16,table,151,0.240000000, 0.019591321,0.072072045
17,table,205,0.268000000, 0.023383189,0.080721747
18,table,306,0.296000000, 0.029281652,0.137686833
19,table,403,0.334000000, 0.037286707,0.181237270
20,table,551,0.378000000, 0.045502423,0.196919058
21,table,719,0.420000000, 0.054771435,0.234684855
22,table,820,0.444000000, 0.061933853,0.341191385
23,table,903,0.482000000, 0.069096271,0.387813658
24,table,1026,0.516000000, 0.080682536,0.434808689
25,table,1183,0.536000000, 0.088687592,0.486415307
26,table,1316,0.556000000, 0.097745945,0.556673407
27,table,1430,0.574000000, 0.105751001,0.585100814
28,table,1649,0.600000000, 0.119654519,0.707301301
29,table,1848,0.628000000, 0.131030124,0.651475087
30,table,2035,0.658000000, 0.150832104,0.760525638
16,take,1793,0.558000000, 0.101116495,0.079879421
17,take,1917,0.574000000, 0.109332210,0.088312643
18,take,2181,0.606000000, 0.127448915,0.151332438
19,take,2464,0.642000000, 0.141984411,0.195274424
20,take,2751,0.670000000, 0.160101116,0.215532866
21,take,3125,0.702000000, 0.173793975,0.239076857
22,take,3497,0.726000000, 0.188750790,0.358289196
23,take,3902,0.742000000, 0.203707605,0.396176306
24,take,4640,0.788000000, 0.245839478,0.440338016
25,take,5186,0.810000000, 0.260796292,0.488506336
26,take,5694,0.820000000, 0.277017063,0.563415867
27,take,6263,0.832000000, 0.292395197,0.587513413
28,take,6875,0.840000000, 0.319359596,0.708720327
29,take,7580,0.850000000, 0.342532126,0.658412729
30,take,8177,0.866000000, 0.373499052,0.760376818
16,talk,410,0.284000000, 0.045081104,0.049968251
17,talk,471,0.306000000, 0.049504950,0.059717015
18,talk,535,0.322000000, 0.056456710,0.098813454
19,talk,608,0.330000000, 0.061933853,0.135525356
20,talk,680,0.348000000, 0.068885612,0.157958930
21,talk,779,0.360000000, 0.075205393,0.182369273
22,talk,891,0.394000000, 0.081946493,0.285837563
23,talk,984,0.410000000, 0.089740889,0.335062028
24,talk,1138,0.436000000, 0.107014957,0.376453526
25,talk,1216,0.446000000, 0.113756056,0.433405980
26,talk,1341,0.468000000, 0.120075837,0.512135846
27,talk,1405,0.480000000, 0.126816937,0.530766938
28,talk,1532,0.508000000, 0.136507268,0.661897124
29,talk,1656,0.528000000, 0.145354961,0.611986244
30,talk,1815,0.544000000, 0.156309248,0.721527580
16,tape,179,0.206000000, 0.017274068,0.082599131
17,tape,245,0.234000000, 0.020644618,0.092661994
18,tape,359,0.290000000, 0.026121761,0.154323412
19,tape,385,0.298000000, 0.028439014,0.198061551
20,tape,517,0.342000000, 0.032020223,0.214013506
21,tape,755,0.408000000, 0.036654729,0.243313564
22,tape,902,0.438000000, 0.040867917,0.352870083
23,tape,1087,0.468000000, 0.046134401,0.402044405
24,tape,1260,0.498000000, 0.051190225,0.453144554
25,tape,1470,0.514000000, 0.055614072,0.500188210
26,tape,1593,0.538000000, 0.058773963,0.572033444
27,tape,1694,0.554000000, 0.063408469,0.601236012
28,tape,1784,0.574000000, 0.067832315,0.724133969
29,tape,1960,0.592000000, 0.075837371,0.665648781
30,tape,2063,0.600000000, 0.080682536,0.771901436
16,taste,386,0.314000000, 0.038971982,0.062771842
17,taste,392,0.316000000, 0.039814620,0.075527647
18,taste,438,0.332000000, 0.043606488,0.122201559
19,taste,445,0.338000000, 0.044659785,0.169547970
20,taste,458,0.340000000, 0.046134401,0.191333182
21,taste,482,0.356000000, 0.049926269,0.214932020
22,taste,494,0.360000000, 0.051822203,0.328849454
23,taste,503,0.364000000, 0.053718138,0.368172911
24,taste,560,0.382000000, 0.059405941,0.432046852
25,taste,591,0.390000000, 0.062776490,0.486761851
26,taste,633,0.400000000, 0.066357700,0.562131474
27,taste,665,0.410000000, 0.071624184,0.585856879
